days,healthy pop,cd4 depl
117.6456456,-7.53E-11,2.33E-07
117.8118118,-7.32E-11,2.32E-07
117.977978,-7.09E-11,2.32E-07
118.1441441,-6.86E-11,2.31E-07
118.3103103,-6.62E-11,2.31E-07
118.4764765,-6.36E-11,2.31E-07
118.6426426,-6.11E-11,2.30E-07
118.8088088,-5.84E-11,2.30E-07
118.974975,-5.56E-11,2.30E-07
119.1411411,-5.28E-11,2.29E-07
119.3073073,-4.99E-11,2.29E-07
119.4734735,-4.68E-11,2.29E-07
119.6396396,-4.37E-11,2.28E-07
119.8058058,-4.06E-11,2.28E-07
119.971972,-3.73E-11,2.28E-07
120.1381381,-3.39E-11,2.28E-07
120.3043043,-3.05E-11,2.27E-07
120.4704705,-2.70E-11,2.27E-07
120.6366366,-2.34E-11,2.27E-07
120.8028028,-1.97E-11,2.27E-07
120.968969,-1.59E-11,2.26E-07
121.1351351,-1.21E-11,2.26E-07
121.3013013,-8.13E-12,2.26E-07
121.4674675,-4.10E-12,2.26E-07
121.6336336,1.14E-14,2.26E-07
121.7997998,4.21E-12,2.25E-07
121.965966,8.49E-12,2.25E-07
122.1321321,1.29E-11,2.25E-07
122.2982983,1.73E-11,2.25E-07
122.4644645,2.18E-11,2.25E-07
122.6306306,2.65E-11,2.25E-07
122.7967968,3.12E-11,2.25E-07
122.962963,3.60E-11,2.25E-07
123.1291291,4.08E-11,2.24E-07
123.2952953,4.44E-11,2.24E-07
123.4614615,4.49E-11,2.24E-07
123.6276276,4.54E-11,2.24E-07
123.7937938,4.58E-11,2.24E-07
123.95996,4.62E-11,2.24E-07
124.1261261,4.67E-11,2.24E-07
124.2922923,4.71E-11,2.24E-07
124.4584585,4.75E-11,2.24E-07
124.6246246,4.78E-11,2.24E-07
124.7907908,4.82E-11,2.24E-07
124.956957,4.85E-11,2.24E-07
125.1231231,4.89E-11,2.24E-07
125.2892893,4.92E-11,2.24E-07
125.4554555,4.95E-11,2.24E-07
125.6216216,4.98E-11,2.24E-07
125.7877878,5.01E-11,2.24E-07
125.953954,5.03E-11,2.24E-07
126.1201201,5.05E-11,2.24E-07
126.2862863,5.08E-11,2.24E-07
126.4524525,5.10E-11,2.24E-07
126.6186186,5.12E-11,2.24E-07
126.7847848,5.14E-11,2.24E-07
126.950951,5.15E-11,2.24E-07
127.1171171,5.17E-11,2.24E-07
127.2832833,5.18E-11,2.24E-07
127.4494494,5.19E-11,2.24E-07
127.6156156,5.21E-11,2.24E-07
127.7817818,5.21E-11,2.24E-07
127.9479479,5.22E-11,2.24E-07
128.1141141,5.23E-11,2.24E-07
128.2802803,5.23E-11,2.25E-07
128.4464464,5.24E-11,2.25E-07
128.6126126,5.24E-11,2.25E-07
128.7787788,5.24E-11,2.25E-07
128.9449449,5.24E-11,2.25E-07
129.1111111,5.23E-11,2.25E-07
129.2772773,5.23E-11,2.25E-07
129.4434434,5.22E-11,2.26E-07
129.6096096,5.22E-11,2.26E-07
129.7757758,5.21E-11,2.26E-07
129.9419419,5.20E-11,2.26E-07
130.1081081,5.19E-11,2.26E-07
130.2742743,5.17E-11,2.27E-07
130.4404404,5.16E-11,2.27E-07
130.6066066,5.14E-11,2.27E-07
130.7727728,5.12E-11,2.27E-07
130.9389389,5.11E-11,2.27E-07
131.1051051,5.08E-11,2.28E-07
131.2712713,5.06E-11,2.28E-07
131.4374374,5.04E-11,2.28E-07
131.6036036,5.01E-11,2.28E-07
131.7697698,4.99E-11,2.29E-07
131.9359359,4.96E-11,2.29E-07
132.1021021,4.93E-11,2.29E-07
132.2682683,4.90E-11,2.30E-07
132.4344344,4.87E-11,2.30E-07
132.6006006,4.83E-11,2.30E-07
132.7667668,4.80E-11,2.31E-07
132.9329329,4.76E-11,2.31E-07
133.0990991,4.72E-11,2.31E-07
133.2652653,4.68E-11,2.32E-07
133.4314314,4.64E-11,2.32E-07
133.5975976,4.60E-11,2.32E-07
133.7637638,4.55E-11,2.33E-07
133.9299299,4.51E-11,2.33E-07
134.0960961,4.46E-11,2.33E-07
134.2622623,4.41E-11,2.34E-07
134.4284284,4.36E-11,2.34E-07
134.5945946,4.31E-11,2.35E-07
134.7607608,4.25E-11,2.35E-07
134.9269269,4.20E-11,2.36E-07
135.0930931,4.14E-11,2.36E-07
135.2592593,4.08E-11,2.36E-07
135.4254254,4.02E-11,2.37E-07
135.5915916,3.96E-11,2.37E-07
135.7577578,3.90E-11,2.38E-07
135.9239239,3.84E-11,2.38E-07
136.0900901,3.77E-11,2.39E-07
136.2562563,3.70E-11,2.39E-07
136.4224224,3.64E-11,2.40E-07
136.5885886,3.57E-11,2.40E-07
136.7547548,3.49E-11,2.41E-07
136.9209209,3.42E-11,2.41E-07
137.0870871,3.35E-11,2.42E-07
137.2532533,3.27E-11,2.42E-07
137.4194194,3.19E-11,2.43E-07
137.5855856,3.11E-11,2.44E-07
137.7517518,3.03E-11,2.44E-07
137.9179179,2.95E-11,2.45E-07
138.0840841,2.87E-11,2.45E-07
138.2502503,2.80E-11,2.46E-07
138.4164164,2.77E-11,2.47E-07
138.5825826,2.75E-11,2.47E-07
138.7487487,2.73E-11,2.48E-07
138.9149149,2.70E-11,2.49E-07
139.0810811,2.68E-11,2.49E-07
139.2472472,2.65E-11,2.50E-07
139.4134134,2.63E-11,2.51E-07
139.5795796,2.60E-11,2.51E-07
139.7457457,2.58E-11,2.52E-07
139.9119119,2.55E-11,2.53E-07
140.0780781,2.53E-11,2.53E-07
140.2442442,2.50E-11,2.54E-07
140.4104104,2.47E-11,2.55E-07
140.5765766,2.45E-11,2.56E-07
140.7427427,2.42E-11,2.56E-07
140.9089089,2.40E-11,2.57E-07
141.0750751,2.37E-11,2.58E-07
141.2412412,2.34E-11,2.59E-07
141.4074074,2.32E-11,2.59E-07
141.5735736,2.29E-11,2.60E-07
141.7397397,2.26E-11,2.61E-07
141.9059059,2.24E-11,2.62E-07
142.0720721,2.21E-11,2.63E-07
142.2382382,2.18E-11,2.64E-07
142.4044044,2.15E-11,2.64E-07
142.5705706,2.13E-11,2.65E-07
142.7367367,2.10E-11,2.66E-07
142.9029029,2.07E-11,2.67E-07
143.0690691,2.04E-11,2.68E-07
143.2352352,2.02E-11,2.69E-07
143.4014014,1.99E-11,2.70E-07
143.5675676,1.96E-11,2.71E-07
143.7337337,1.93E-11,2.71E-07
143.8998999,1.90E-11,2.72E-07
144.0660661,1.87E-11,2.73E-07
144.2322322,1.84E-11,2.74E-07
144.3983984,1.82E-11,2.75E-07
144.5645646,1.79E-11,2.76E-07
144.7307307,1.76E-11,2.77E-07
144.8968969,1.73E-11,2.78E-07
145.0630631,1.70E-11,2.79E-07
145.2292292,1.67E-11,2.80E-07
145.3953954,1.64E-11,2.81E-07
145.5615616,1.61E-11,2.82E-07
145.7277277,1.58E-11,2.83E-07
145.8938939,1.55E-11,2.84E-07
146.0600601,1.52E-11,2.85E-07
146.2262262,1.49E-11,2.86E-07
146.3923924,1.46E-11,2.87E-07
146.5585586,1.43E-11,2.88E-07
146.7247247,1.40E-11,2.89E-07
146.8908909,1.36E-11,2.90E-07
147.0570571,1.33E-11,2.92E-07
147.2232232,1.30E-11,2.93E-07
147.3893894,1.27E-11,2.94E-07
147.5555556,1.24E-11,2.95E-07
147.7217217,1.21E-11,2.96E-07
147.8878879,1.18E-11,2.97E-07
148.0540541,1.14E-11,2.98E-07
148.2202202,1.11E-11,2.99E-07
148.3863864,1.08E-11,3.01E-07
148.5525526,1.05E-11,3.02E-07
148.7187187,1.01E-11,3.03E-07
148.8848849,9.81E-12,3.04E-07
149.0510511,9.49E-12,3.05E-07
149.2172172,9.16E-12,3.06E-07
149.3833834,8.83E-12,3.08E-07
149.5495495,8.50E-12,3.09E-07
149.7157157,8.16E-12,3.10E-07
149.8818819,7.83E-12,3.12E-07
150.048048,7.49E-12,3.13E-07
150.2142142,7.16E-12,3.14E-07
150.3803804,6.82E-12,3.16E-07
150.5465465,6.48E-12,3.17E-07
150.7127127,6.14E-12,3.18E-07
150.8788789,5.79E-12,3.20E-07
151.045045,5.45E-12,3.21E-07
151.2112112,5.11E-12,3.22E-07
151.3773774,4.76E-12,3.24E-07
151.5435435,4.41E-12,3.25E-07
151.7097097,4.06E-12,3.27E-07
151.8758759,3.71E-12,3.28E-07
152.042042,3.36E-12,3.30E-07
152.2082082,3.01E-12,3.31E-07
152.3743744,2.65E-12,3.33E-07
152.5405405,2.30E-12,3.34E-07
152.7067067,1.94E-12,3.36E-07
152.8728729,1.58E-12,3.37E-07
153.039039,1.22E-12,3.39E-07
153.2052052,9.21E-13,3.40E-07
153.3713714,9.04E-13,3.42E-07
153.5375375,8.87E-13,3.43E-07
153.7037037,8.70E-13,3.45E-07
153.8698699,8.53E-13,3.47E-07
154.036036,8.36E-13,3.48E-07
154.2022022,8.19E-13,3.50E-07
154.3683684,8.02E-13,3.51E-07
154.5345345,7.85E-13,3.53E-07
154.7007007,7.68E-13,3.55E-07
154.8668669,7.51E-13,3.57E-07
155.033033,7.34E-13,3.58E-07
155.1991992,7.17E-13,3.60E-07
155.3653654,7.00E-13,3.62E-07
155.5315315,6.82E-13,3.64E-07
155.6976977,6.65E-13,3.64E-07
155.8638639,6.48E-13,3.63E-07
156.03003,6.31E-13,3.60E-07
156.1961962,6.14E-13,3.54E-07
156.3623624,5.97E-13,3.44E-07
156.5285285,5.80E-13,3.29E-07
156.6946947,5.63E-13,3.14E-07
156.8608609,5.46E-13,2.99E-07
157.027027,5.29E-13,2.81E-07
157.1931932,5.12E-13,2.62E-07
157.3593594,4.95E-13,2.42E-07
157.5255255,4.78E-13,2.23E-07
157.6916917,4.61E-13,2.03E-07
157.8578579,4.44E-13,1.83E-07
158.024024,4.27E-13,1.63E-07
158.1901902,4.10E-13,1.44E-07
158.3563564,3.93E-13,1.27E-07
158.5225225,3.76E-13,1.10E-07
158.6886887,3.59E-13,9.59E-08
158.8548549,3.42E-13,8.34E-08
159.021021,3.25E-13,7.41E-08
159.1871872,3.08E-13,6.91E-08
159.3533534,2.91E-13,6.95E-08
159.5195195,2.74E-13,7.54E-08
159.6856857,2.57E-13,8.63E-08
159.8518519,2.40E-13,1.01E-07
160.018018,2.23E-13,1.17E-07
160.1841842,2.06E-13,1.28E-07
160.3503504,1.89E-13,1.34E-07
160.5165165,1.72E-13,1.40E-07
160.6826827,1.55E-13,1.46E-07
160.8488488,1.38E-13,1.42E-07
161.015015,1.21E-13,1.38E-07
161.1811812,1.03E-13,1.34E-07
161.3473473,8.65E-14,1.28E-07
161.5135135,6.94E-14,1.19E-07
161.6796797,5.24E-14,1.11E-07
161.8458458,3.54E-14,1.03E-07
162.012012,1.83E-14,9.73E-08
162.1781782,1.31E-15,9.19E-08
162.3443443,-1.57E-14,8.64E-08
162.5105105,-3.27E-14,8.09E-08
162.6766767,-4.98E-14,7.54E-08
162.8428428,-6.68E-14,6.99E-08
163.009009,-8.38E-14,6.44E-08
163.1751752,-1.01E-13,5.90E-08
163.3413413,-1.18E-13,5.35E-08
163.5075075,-1.35E-13,4.80E-08
163.6736737,-1.52E-13,4.25E-08
163.8398398,-1.69E-13,3.70E-08
164.006006,-1.86E-13,3.15E-08
164.1721722,-2.03E-13,2.95E-08
164.3383383,-2.20E-13,2.75E-08
164.5045045,-2.37E-13,2.55E-08
164.6706707,-2.54E-13,2.35E-08
164.8368368,-2.71E-13,2.14E-08
165.003003,-2.88E-13,1.94E-08
165.1691692,-3.05E-13,1.74E-08
165.3353353,-3.22E-13,1.54E-08
165.5015015,-3.39E-13,1.34E-08
165.6676677,-3.56E-13,1.13E-08
165.8338338,-3.73E-13,9.31E-09
166,-3.90E-13,7.29E-09
