days,pop,immunesupressed_flow,HD79,HD79_flow,145-97,145-97_flow,396-09,396-09_flow,274-98,274-98_flow,174-97,174-97_flow,GM04,GM04_flow
91.22522523,0.007394002,0.035598703,0.048638961,0.001109151,0.040324836,8.84E-08,0.002985001,0.814443091,0.000263311,0.001542998,2.93E-06,-9.08E-06,0.016810365,0.078028062
91.39139139,0.007334921,0.035358586,0.048145969,0.001077461,0.040008588,8.73E-08,0.002915461,0.770122928,0.000259667,0.001527648,2.80E-06,-1.06E-05,0.016706289,0.077650659
91.55755756,0.007276706,0.035121615,0.047660313,0.001045615,0.039695712,8.61E-08,0.00284759,0.72651364,0.000256095,0.001512407,2.67E-06,-1.21E-05,0.016603652,0.077278556
91.72372372,0.007219341,0.034887869,0.047181868,0.001013612,0.039386166,8.49E-08,0.002781345,0.683832137,0.000252594,0.001497242,2.55E-06,-1.34E-05,0.016502435,0.0769117
91.88988989,0.007162813,0.03465719,0.04671051,0.000981453,0.039079906,8.37E-08,0.002716688,0.642421673,0.00024916,0.001482121,2.43E-06,-1.46E-05,0.016402616,0.076550042
92.05605606,0.007107108,0.034429526,0.046246119,0.000949138,0.03877689,8.25E-08,0.002653579,0.602334371,0.000245794,0.001467013,2.32E-06,-1.57E-05,0.016304175,0.076193535
92.22222222,0.007052213,0.034204833,0.045788577,0.000916666,0.038477075,8.13E-08,0.002591979,0.56389329,0.000242493,0.001451883,2.21E-06,-1.67E-05,0.016207091,0.075842139
92.38838839,0.006998115,0.033983068,0.045337767,0.000884038,0.038180421,8.01E-08,0.002531852,0.52710016,0.000239256,0.001436698,2.11E-06,-1.75E-05,0.016111345,0.075495816
92.55455455,0.0069448,0.033764192,0.044893575,0.000851254,0.037886888,7.90E-08,0.00247316,0.492333376,0.000236081,0.001421426,2.02E-06,-1.82E-05,0.016016918,0.075154534
92.72072072,0.006892256,0.033548168,0.044455889,0.000818313,0.037596435,7.78E-08,0.00241587,0.45951423,0.000232968,0.001406032,1.92E-06,-1.88E-05,0.01592379,0.074817786
92.88688689,0.006840472,0.033334961,0.044024601,0.000785216,0.037309023,7.66E-08,0.002359945,0.428891641,0.000229915,0.001390482,1.84E-06,-1.92E-05,0.015831943,0.074484094
93.05305305,0.006789434,0.033124542,0.043599602,0.000751963,0.037024613,7.54E-08,0.002305352,0.40036117,0.00022692,0.001374742,1.75E-06,-1.95E-05,0.015741359,0.074154939
93.21921922,0.006739131,0.032916882,0.043180788,0.000718553,0.036743168,7.42E-08,0.00225206,0.373819423,0.000223983,0.001358777,1.67E-06,-1.97E-05,0.01565202,0.073830274
93.38538539,0.006689551,0.032711956,0.042768054,0.000704229,0.036464648,7.30E-08,0.002200035,0.349367452,0.000221102,0.001342552,1.60E-06,-1.98E-05,0.015563908,0.073510049
93.55155155,0.006640682,0.032509743,0.0423613,0.0006916,0.036189018,7.17E-08,0.002149247,0.327019991,0.000218275,0.001326032,1.52E-06,-1.97E-05,0.015477005,0.073194223
93.71771772,0.006592514,0.032310224,0.041960425,0.000678909,0.035916241,7.05E-08,0.002099665,0.306566456,0.000215503,0.001309181,1.45E-06,-1.95E-05,0.015391295,0.072882755
93.88388388,0.006545036,0.032113384,0.041565333,0.000666154,0.035646282,6.93E-08,0.00205126,0.287495949,0.000212782,0.001291963,1.39E-06,-1.92E-05,0.01530676,0.072575608
94.05005005,0.006498236,0.031919209,0.041175928,0.000653337,0.035379104,6.81E-08,0.002004002,0.270218722,0.000210113,0.001274343,1.32E-06,-1.87E-05,0.015223385,0.072272749
94.21621622,0.006452105,0.031727692,0.040792116,0.000640456,0.035114672,6.69E-08,0.001957865,0.254747181,0.000207495,0.001256283,1.26E-06,-1.81E-05,0.015141153,0.071974147
94.38238238,0.006406631,0.031538826,0.040413804,0.000627513,0.034852954,6.57E-08,0.00191282,0.240708552,0.000204926,0.001237747,1.21E-06,-1.73E-05,0.015060049,0.071679778
94.54854855,0.006361805,0.031352608,0.040040902,0.000614506,0.034593913,6.45E-08,0.001868841,0.227378021,0.000202405,0.001218697,1.15E-06,-1.65E-05,0.014980057,0.071389617
94.71471471,0.006317616,0.031169041,0.039673322,0.000601436,0.034337518,6.32E-08,0.001825902,0.215348122,0.000199932,0.001199097,1.10E-06,-1.55E-05,0.014901162,0.071103647
94.88088088,0.006274055,0.030987731,0.039310976,0.000588303,0.034083735,6.20E-08,0.001783977,0.204627751,0.000197504,0.001178908,1.05E-06,-1.43E-05,0.014823348,0.070821851
95.04704705,0.006231112,0.030808253,0.03895378,0.000575108,0.033832532,6.08E-08,0.001743042,0.19480868,0.000195122,0.001158094,1.00E-06,-1.30E-05,0.014746601,0.070544219
95.21321321,0.006188778,0.030631223,0.038601649,0.000561849,0.033583878,5.96E-08,0.001703073,0.185244366,0.000192784,0.001136614,9.54E-07,-1.16E-05,0.014670906,0.070270741
95.37937938,0.006147043,0.030456637,0.038254501,0.000548527,0.033337739,5.83E-08,0.001664046,0.176486794,0.00019049,0.001114431,9.11E-07,-1.00E-05,0.014596249,0.070001414
95.54554555,0.006105899,0.030284492,0.037912255,0.000535142,0.033094087,5.71E-08,0.001625938,0.168541466,0.000188237,0.001098264,8.69E-07,-8.29E-06,0.014522617,0.069736239
95.71171171,0.006065335,0.030114792,0.037574832,0.000521695,0.03285289,5.59E-08,0.001588727,0.160622986,0.000186027,0.001085315,8.29E-07,-6.43E-06,0.014449996,0.069475217
95.87787788,0.006025345,0.029947538,0.037242156,0.000508184,0.032614118,5.46E-08,0.001552391,0.152099986,0.000183858,0.001072528,7.91E-07,-4.43E-06,0.014378371,0.069218358
96.04404404,0.005985918,0.02978274,0.036914149,0.000494611,0.032377741,5.34E-08,0.00151691,0.144037441,0.000181728,0.001059897,7.55E-07,-2.29E-06,0.01430773,0.068965673
96.21021021,0.005947048,0.029620407,0.036590736,0.000480975,0.032143731,5.21E-08,0.001482261,0.136438556,0.000179637,0.001047413,7.21E-07,2.83E-09,0.01423806,0.068715061
96.37637638,0.005908724,0.029460552,0.036271844,0.000467275,0.031912058,5.09E-08,0.001448426,0.129306531,0.000177585,0.001035072,6.88E-07,2.44E-06,0.014169348,0.068467347
96.54254254,0.00587094,0.029303191,0.035957402,0.000453514,0.031682694,4.96E-08,0.001415384,0.122644566,0.000175571,0.001022866,6.56E-07,5.02E-06,0.014101581,0.068223282
96.70870871,0.005833687,0.029148344,0.035647338,0.000439689,0.031455611,4.84E-08,0.001383117,0.116455858,0.000173593,0.001010789,6.26E-07,7.66E-06,0.014034748,0.067982848
96.87487487,0.005796958,0.028996032,0.035341583,0.000425802,0.031230782,4.71E-08,0.001351605,0.110743602,0.000171651,0.000998834,5.98E-07,7.87E-06,0.013968835,0.067746028
97.04104104,0.005760744,0.028846281,0.035040068,0.000411851,0.031008179,4.59E-08,0.001320831,0.105510992,0.000169744,0.000986993,5.70E-07,8.08E-06,0.013903832,0.067512809
97.20720721,0.005725038,0.02869912,0.034742728,0.000397839,0.030787775,4.46E-08,0.001290776,0.100761219,0.000167872,0.00097526,5.44E-07,8.28E-06,0.013839726,0.067283181
97.37337337,0.005689833,0.028554579,0.034449496,0.000383763,0.030569545,4.34E-08,0.001261424,0.09649747,0.000166034,0.000963629,5.19E-07,8.48E-06,0.013776506,0.067057135
97.53953954,0.005655122,0.028412695,0.034160307,0.000369625,0.030353462,4.21E-08,0.001232757,0.091423227,0.000164229,0.000952091,4.95E-07,8.67E-06,0.013714161,0.066834666
97.70570571,0.005620898,0.028273505,0.033875099,0.000355424,0.030139501,4.09E-08,0.001204759,0.08630911,0.000162457,0.00094064,4.73E-07,8.85E-06,0.013652679,0.066615771
97.87187187,0.005587152,0.02813705,0.033593809,0.000341161,0.029927635,3.96E-08,0.001177414,0.08140585,0.000160717,0.000929269,4.51E-07,9.03E-06,0.01359205,0.066400451
98.03803804,0.00555388,0.028003375,0.033316376,0.000326836,0.02971784,3.84E-08,0.001150706,0.076714907,0.000159008,0.00091797,4.31E-07,9.20E-06,0.013532263,0.066188707
98.2042042,0.005521073,0.027871228,0.03304274,0.000312448,0.029510091,3.71E-08,0.00112462,0.072237745,0.000157329,0.000906736,4.11E-07,9.36E-06,0.013473308,0.065980546
98.37037037,0.005488725,0.027740832,0.032772843,0.000297997,0.029304366,3.58E-08,0.001099141,0.067975821,0.000155681,0.00089556,3.92E-07,9.52E-06,0.013415173,0.065775977
98.53653654,0.00545683,0.027612501,0.032506627,0.000283484,0.029100638,3.46E-08,0.001074255,0.063930596,0.000154062,0.000884434,3.74E-07,9.67E-06,0.01335785,0.065575009
98.7027027,0.005425382,0.027486199,0.032244034,0.000268909,0.028898885,3.33E-08,0.001049947,0.060103525,0.000152473,0.00087335,3.57E-07,9.81E-06,0.013301327,0.065377658
98.86886887,0.005394373,0.027361891,0.03198501,0.000254272,0.028699084,3.20E-08,0.001026203,0.056496067,0.000150911,0.000862301,3.41E-07,9.95E-06,0.013245596,0.06518394
99.03503504,0.005363798,0.027239541,0.031729498,0.000239572,0.028501211,3.07E-08,0.00100301,0.053109675,0.000149378,0.000851279,3.25E-07,1.01E-05,0.013190646,0.064993875
99.2012012,0.005333652,0.027119111,0.031477446,0.00022481,0.028305244,2.95E-08,0.000980355,0.049819466,0.000147872,0.000840277,3.10E-07,1.02E-05,0.013136468,0.064807486
99.36736737,0.005303927,0.027000566,0.031228802,0.000209986,0.028111161,2.82E-08,0.000958225,0.046311783,0.000146392,0.000829287,2.96E-07,1.03E-05,0.013083053,0.0646248
99.53353353,0.005274618,0.026883866,0.030983513,0.0001951,0.027918939,2.69E-08,0.000936608,0.042933034,0.000144939,0.000818301,2.83E-07,1.04E-05,0.013030392,0.064444211
99.6996997,0.005245719,0.026768974,0.030741528,0.000180152,0.027728557,2.56E-08,0.000915491,0.039684103,0.000143511,0.00080731,2.70E-07,1.05E-05,0.012978475,0.064260637
99.86586587,0.005217225,0.026655852,0.030502797,0.000165727,0.027539994,2.44E-08,0.000894862,0.036565869,0.000142109,0.000796308,2.57E-07,1.06E-05,0.012927293,0.064079907
100.032032,0.005189131,0.026544461,0.030267271,0.000162019,0.027353228,2.31E-08,0.00087471,0.033579212,0.000140731,0.000785285,2.46E-07,1.07E-05,0.012876839,0.063902006
100.1981982,0.00516143,0.026434761,0.030034901,0.000158294,0.027168239,2.18E-08,0.000855024,0.030725012,0.000139378,0.000774234,2.34E-07,1.08E-05,0.012827104,0.063726925
100.3643644,0.005134118,0.026326713,0.029805642,0.000154554,0.026985006,2.05E-08,0.000835792,0.028004145,0.000138048,0.000763146,2.24E-07,1.09E-05,0.012778079,0.063554656
100.5305305,0.005107188,0.026220276,0.029579446,0.000150796,0.026803509,1.92E-08,0.000817003,0.02541749,0.000136742,0.000752014,2.14E-07,1.09E-05,0.012729755,0.063385193
100.6966967,0.005080637,0.026115409,0.029356267,0.000147023,0.026623727,1.79E-08,0.000798647,0.022965921,0.00013546,0.000740829,2.04E-07,1.10E-05,0.012682126,0.063218529
100.8628629,0.005054459,0.026012073,0.02913606,0.000143233,0.026445643,1.66E-08,0.000780714,0.020650316,0.000134199,0.000729626,1.94E-07,1.11E-05,0.012635182,0.063054664
101.029029,0.005028649,0.025910224,0.028918782,0.000139427,0.026269234,1.54E-08,0.000763194,0.018529086,0.000132961,0.000721201,1.86E-07,1.11E-05,0.012588916,0.062893597
101.1951952,0.005003202,0.025809822,0.028704388,0.000135604,0.026094484,1.41E-08,0.000746077,0.016451558,0.000131744,0.000712971,1.77E-07,1.11E-05,0.01254332,0.062735329
101.3613614,0.004978113,0.025710824,0.028492837,0.000131766,0.025921372,1.28E-08,0.000729354,0.014365699,0.000130549,0.000704937,1.69E-07,1.12E-05,0.012498386,0.062579864
101.5275275,0.004953378,0.025613186,0.028284087,0.00012791,0.02574988,1.15E-08,0.000713015,0.012700829,0.000129375,0.000697098,1.61E-07,1.12E-05,0.012454108,0.062427207
101.6936937,0.004928993,0.025516867,0.028078096,0.000124039,0.02557999,1.02E-08,0.00069705,0.011132717,0.000128221,0.000689457,1.54E-07,1.12E-05,0.012410478,0.062277367
101.8598599,0.004904952,0.025421821,0.027874823,0.000120152,0.025411684,8.88E-09,0.000681452,0.00955838,0.000127087,0.000682014,1.47E-07,1.12E-05,0.012367489,0.062130353
102.026026,0.004881251,0.025328006,0.02767423,0.000116248,0.025244943,7.58E-09,0.000666212,0.008385831,0.000125973,0.000674768,1.40E-07,1.12E-05,0.012325134,0.061986178
102.1921922,0.004857885,0.025235376,0.027476278,0.000112328,0.025079751,6.28E-09,0.000651321,0.007234358,0.000124878,0.000667722,1.34E-07,1.12E-05,0.012283405,0.061844856
102.3583584,0.004834851,0.025143887,0.027280927,0.000108391,0.024916089,5.85E-09,0.000636771,0.006136998,0.000123803,0.000660876,1.28E-07,1.12E-05,0.012242296,0.061706402
102.5245245,0.004812144,0.025053492,0.027088141,0.000104439,0.02475394,5.79E-09,0.000622554,0.005755132,0.000122746,0.00065423,1.22E-07,1.12E-05,0.0122018,0.061570837
102.6906907,0.00478976,0.024964147,0.026897882,0.000100471,0.024593288,5.73E-09,0.000608662,0.005371744,0.000121708,0.000647785,1.16E-07,1.12E-05,0.01216191,0.061438181
102.8568569,0.004767696,0.024875805,0.026710114,9.65E-05,0.024434115,5.67E-09,0.000595088,0.004986834,0.000120688,0.000641542,1.11E-07,1.11E-05,0.012122621,0.061308456
103.023023,0.004745946,0.024788419,0.026524801,9.25E-05,0.024276406,5.61E-09,0.000581824,0.004600405,0.000119686,0.000635501,1.06E-07,1.11E-05,0.012083926,0.061181689
103.1891892,0.004724507,0.024701942,0.026341907,8.85E-05,0.024120143,5.55E-09,0.000568862,0.004212459,0.000118701,0.000629664,1.01E-07,1.10E-05,0.012045818,0.061057908
103.3553554,0.004703376,0.024616326,0.0261614,8.44E-05,0.023965311,5.49E-09,0.000556197,0.003822997,0.000117733,0.00062403,9.64E-08,1.09E-05,0.012008291,0.060937141
103.5215215,0.004682547,0.024531525,0.025983244,8.04E-05,0.023811894,5.43E-09,0.00054382,0.003432021,0.000116782,0.0006186,9.20E-08,1.08E-05,0.011971339,0.060819422
103.6876877,0.004662019,0.024449478,0.025807407,7.63E-05,0.023659876,5.37E-09,0.000531725,0.003039534,0.000115848,0.000613375,8.78E-08,1.07E-05,0.011934957,0.060704786
103.8538539,0.004641786,0.024372611,0.025633855,7.22E-05,0.023509242,5.31E-09,0.000519905,0.002645537,0.00011493,0.000608356,8.38E-08,1.06E-05,0.011899138,0.060593269
104.02002,0.004621846,0.024296995,0.025462556,6.81E-05,0.023359976,5.25E-09,0.000508355,0.002250031,0.000114027,0.000603544,8.00E-08,1.05E-05,0.011863876,0.060484911
104.1861862,0.004602195,0.024222602,0.025293478,6.40E-05,0.023212063,5.19E-09,0.000497067,0.00185302,0.000113141,0.000598938,7.63E-08,1.04E-05,0.011829167,0.060379754
104.3523524,0.004582829,0.024149399,0.025126591,5.99E-05,0.023065489,5.12E-09,0.000486036,0.001454505,0.00011227,0.000594539,7.29E-08,1.03E-05,0.011795004,0.060277842
104.5185185,0.004563745,0.024077357,0.024961864,5.58E-05,0.022920238,5.06E-09,0.000475255,0.001096384,0.000111414,0.000590349,6.95E-08,1.02E-05,0.011761382,0.060179223
104.6846847,0.00454494,0.024006443,0.024799267,5.16E-05,0.022776297,5.00E-09,0.000464719,0.001015884,0.000110574,0.000586367,6.64E-08,1.00E-05,0.011728296,0.060083946
104.8508509,0.00452641,0.023936626,0.02463877,4.74E-05,0.02263365,4.94E-09,0.000454422,0.000935076,0.000109748,0.000582595,6.33E-08,9.86E-06,0.011695741,0.059992061
105.017017,0.004508152,0.023867874,0.024480344,4.32E-05,0.022492285,4.88E-09,0.000444359,0.000853961,0.000108936,0.000579032,6.05E-08,9.70E-06,0.01166371,0.059898889
105.1831832,0.004490163,0.023800155,0.024323961,3.90E-05,0.022352186,4.82E-09,0.000434524,0.000772539,0.000108139,0.000575679,5.77E-08,9.53E-06,0.0116322,0.059802016
105.3493493,0.004472439,0.023733437,0.024169592,3.48E-05,0.02221334,4.76E-09,0.000424912,0.00069081,0.000107355,0.000572538,5.51E-08,9.35E-06,0.011601204,0.059707367
105.5155155,0.004454979,0.023667685,0.02401721,3.06E-05,0.022075734,4.70E-09,0.000415517,0.000608775,0.000106586,0.000569608,5.26E-08,9.16E-06,0.011570719,0.059614935
105.6816817,0.004437778,0.023602869,0.023866788,2.63E-05,0.021939354,4.63E-09,0.000406335,0.000526434,0.000105829,0.00056689,5.02E-08,8.96E-06,0.011540739,0.059524713
105.8478478,0.004420834,0.023538952,0.023718299,2.20E-05,0.021804188,4.57E-09,0.00039736,0.000443788,0.000105087,0.000564384,4.79E-08,8.75E-06,0.01151126,0.059436695
106.014014,0.004404143,0.023475903,0.023571716,1.77E-05,0.021670221,4.51E-09,0.000388588,0.000360837,0.000104357,0.000562092,4.57E-08,8.53E-06,0.011482277,0.059350875
106.1801802,0.004387704,0.023413687,0.023427014,1.34E-05,0.021537441,4.45E-09,0.000380014,0.000277581,0.00010364,0.000560013,4.36E-08,8.30E-06,0.011453785,0.05926725
106.3463463,0.004371513,0.023352269,0.023284167,9.11E-06,0.021405835,4.39E-09,0.000371633,0.000194021,0.000102936,0.00055774,4.16E-08,8.07E-06,0.01142578,0.059185817
106.5125125,0.004355567,0.023291615,0.023143152,5.56E-06,0.021275391,4.33E-09,0.000363442,0.000110158,0.000102244,0.000554861,3.97E-08,7.82E-06,0.011398257,0.059106573
106.6786787,0.004339863,0.02323169,0.023003942,5.38E-06,0.021146096,4.26E-09,0.000355435,4.04E-05,0.000101565,0.000552083,3.79E-08,7.57E-06,0.011371213,0.059029519
106.8448448,0.0043244,0.023172459,0.022866514,5.20E-06,0.021017938,4.20E-09,0.000347608,3.37E-05,0.000100898,0.000549403,3.62E-08,7.30E-06,0.011344642,0.058954652
107.011011,0.004309174,0.023113885,0.022730844,5.03E-06,0.020890906,4.14E-09,0.000339958,2.70E-05,0.000100242,0.000546819,3.45E-08,7.03E-06,0.01131854,0.058881975
107.1771772,0.004294183,0.023055933,0.022596908,4.85E-06,0.020764986,4.08E-09,0.00033248,2.03E-05,9.96E-05,0.000544326,3.30E-08,6.74E-06,0.011292905,0.05881149
107.3433433,0.004279424,0.022998567,0.022464684,4.67E-06,0.020640168,4.02E-09,0.00032517,1.35E-05,9.90E-05,0.000541921,3.14E-08,6.45E-06,0.011267731,0.058743199
107.5095095,0.004264895,0.02294175,0.022334149,4.49E-06,0.02051644,3.95E-09,0.000318025,6.76E-06,9.83E-05,0.000539602,3.00E-08,6.15E-06,0.011243014,0.058677106
107.6756757,0.004250594,0.022885446,0.022205281,4.31E-06,0.020393789,3.89E-09,0.00031104,-4.94E-08,9.77E-05,0.000537363,2.86E-08,5.83E-06,0.011218751,0.058613216
107.8418418,0.004236517,0.022829617,0.022078058,4.13E-06,0.020272206,3.83E-09,0.000304211,-6.88E-06,9.71E-05,0.000535203,2.73E-08,5.51E-06,0.011194937,0.058551537
108.008008,0.004222662,0.022774226,0.021952459,3.95E-06,0.020151678,3.77E-09,0.000297536,-1.37E-05,9.66E-05,0.000533117,2.61E-08,5.18E-06,0.01117157,0.058492074
108.1741742,0.004209028,0.022719235,0.021828462,3.76E-06,0.020032195,3.70E-09,0.000291011,-2.06E-05,9.60E-05,0.000531102,2.49E-08,4.84E-06,0.011148644,0.058434835
108.3403403,0.004195612,0.022664607,0.021706047,3.58E-06,0.019913745,3.64E-09,0.000284631,-2.75E-05,9.54E-05,0.000529154,2.38E-08,4.48E-06,0.011126157,0.058379832
108.5065065,0.004182412,0.022610302,0.021585192,3.40E-06,0.019796317,3.58E-09,0.000278395,-3.44E-05,9.49E-05,0.00052727,2.27E-08,4.12E-06,0.011104105,0.058327073
108.6726727,0.004169425,0.022556283,0.021465879,3.21E-06,0.019679902,3.52E-09,0.000272299,-4.14E-05,9.43E-05,0.000525446,2.16E-08,3.84E-06,0.011082485,0.058276571
108.8388388,0.00415665,0.02250251,0.021348087,3.03E-06,0.019564488,3.45E-09,0.000266339,-4.66E-05,9.38E-05,0.000523679,2.07E-08,3.81E-06,0.011061292,0.058228338
109.005005,0.004144083,0.022448944,0.021231797,2.84E-06,0.019450064,3.39E-09,0.000260512,-4.63E-05,9.32E-05,0.000521964,1.97E-08,3.77E-06,0.011040525,0.058182387
109.1711712,0.004131724,0.022395546,0.02111699,2.66E-06,0.019336622,3.33E-09,0.000254815,-4.59E-05,9.27E-05,0.000520299,1.88E-08,3.74E-06,0.011020178,0.058138735
109.3373373,0.004119571,0.022350144,0.021003646,2.47E-06,0.01922415,3.27E-09,0.000249246,-4.56E-05,9.22E-05,0.000518679,1.80E-08,3.71E-06,0.01100025,0.058097397
109.5035035,0.00410762,0.022306379,0.020891748,2.28E-06,0.019112639,3.20E-09,0.000243801,-4.53E-05,9.17E-05,0.0005171,1.71E-08,3.67E-06,0.010980736,0.058058389
109.6696697,0.00409587,0.022263486,0.020781276,2.09E-06,0.019002078,3.14E-09,0.000238477,-4.49E-05,9.12E-05,0.000515559,1.64E-08,3.64E-06,0.010961634,0.058021732
109.8358358,0.00408432,0.02222145,0.020672214,1.90E-06,0.018892458,3.08E-09,0.000233273,-4.46E-05,9.08E-05,0.000514053,1.56E-08,3.61E-06,0.010942941,0.057987444
110.002002,0.004072966,0.022180257,0.020564544,1.71E-06,0.01878377,3.01E-09,0.000228184,-4.43E-05,9.03E-05,0.000512576,1.49E-08,3.58E-06,0.010924653,0.057955545
110.1681682,0.004061809,0.022139892,0.020458248,1.52E-06,0.018676003,2.95E-09,0.000223208,-4.39E-05,8.98E-05,0.000511126,1.42E-08,3.54E-06,0.010906768,0.057926059
110.3343343,0.004050845,0.02210034,0.020353308,1.33E-06,0.018569148,2.89E-09,0.000218344,-4.36E-05,8.94E-05,0.000509699,1.36E-08,3.51E-06,0.010889283,0.057899008
110.5005005,0.004040073,0.022061587,0.02024971,1.14E-06,0.018463197,2.82E-09,0.000213588,-4.32E-05,8.89E-05,0.000508289,1.30E-08,3.47E-06,0.010872194,0.057870526
110.6666667,0.00402949,0.022023618,0.020147435,9.49E-07,0.018358139,2.76E-09,0.000208937,-4.29E-05,8.85E-05,0.000506895,1.24E-08,3.44E-06,0.0108555,0.057841868
110.8328328,0.004019096,0.021986418,0.020046467,7.56E-07,0.018253966,2.70E-09,0.00020439,-4.26E-05,8.81E-05,0.000505511,1.18E-08,3.41E-06,0.010839197,0.057814997
110.998999,0.004008889,0.02194997,0.019946791,5.63E-07,0.018150668,2.63E-09,0.000199944,-4.22E-05,8.77E-05,0.000504133,1.13E-08,3.37E-06,0.010823282,0.057789907
111.1651652,0.003998867,0.021914261,0.019848391,3.68E-07,0.018048237,2.57E-09,0.000195597,-4.19E-05,8.73E-05,0.000502758,1.08E-08,3.34E-06,0.010807753,0.057766586
111.3313313,0.003989027,0.021879274,0.019751251,1.74E-07,0.017946665,2.51E-09,0.000191346,-4.15E-05,8.69E-05,0.000501381,1.03E-08,3.30E-06,0.010792608,0.057745028
111.4974975,0.00397937,0.021844994,0.019655357,-2.20E-08,0.017845942,2.44E-09,0.00018719,-4.12E-05,8.65E-05,0.000499999,9.82E-09,3.27E-06,0.010777843,0.057725223
111.6636637,0.003969892,0.021811405,0.019560692,-2.18E-07,0.01774606,2.38E-09,0.000183125,-4.08E-05,8.61E-05,0.000498607,9.38E-09,3.23E-06,0.010763457,0.057707165
111.8298298,0.003960593,0.02177849,0.019467243,-4.15E-07,0.01764701,2.32E-09,0.000179151,-4.04E-05,8.57E-05,0.000495959,8.95E-09,3.20E-06,0.010749446,0.057690846
111.995996,0.003951471,0.021746235,0.019374995,-6.12E-07,0.017548784,2.25E-09,0.000175265,-4.01E-05,8.53E-05,0.00049279,8.55E-09,3.16E-06,0.010735809,0.057676259
112.1621622,0.003942525,0.021714622,0.019283933,-8.10E-07,0.017451374,2.19E-09,0.000171465,-3.97E-05,8.50E-05,0.000489667,8.17E-09,3.13E-06,0.010722543,0.057663398
112.3283283,0.003933752,0.021683635,0.019194045,-1.01E-06,0.017354772,2.12E-09,0.000167748,-3.94E-05,8.46E-05,0.00048659,7.80E-09,3.09E-06,0.010709645,0.057652256
112.4944945,0.003925152,0.021653258,0.019105314,-1.21E-06,0.017258969,2.06E-09,0.000164115,-3.90E-05,8.43E-05,0.00048356,7.45E-09,3.06E-06,0.010697115,0.057642829
112.6606607,0.003916723,0.021623473,0.019017729,-1.41E-06,0.017163957,2.00E-09,0.000160561,-3.86E-05,8.40E-05,0.000480578,7.12E-09,3.02E-06,0.010684948,0.057635111
112.8268268,0.003908464,0.021594265,0.018931276,-1.61E-06,0.017069729,1.93E-09,0.000157086,-3.83E-05,8.36E-05,0.000477642,6.81E-09,2.99E-06,0.010673144,0.057629097
112.992993,0.003900374,0.021565615,0.018845941,-1.81E-06,0.016976277,1.87E-09,0.000153688,-3.79E-05,8.33E-05,0.000474755,6.50E-09,2.95E-06,0.010661699,0.057624782
113.1591592,0.00389245,0.021537507,0.018761712,-2.01E-06,0.016883593,1.81E-09,0.000150364,-3.76E-05,8.30E-05,0.000471915,6.22E-09,2.92E-06,0.010650613,0.057622164
113.3253253,0.003884692,0.021509924,0.018678575,-2.21E-06,0.01679167,1.74E-09,0.000147114,-3.72E-05,8.27E-05,0.000469124,5.94E-09,2.88E-06,0.010639882,0.057621237
113.4914915,0.003877099,0.021482849,0.018596519,-2.42E-06,0.0167005,1.68E-09,0.000143936,-3.68E-05,8.24E-05,0.000466382,5.67E-09,2.84E-06,0.010629506,0.057622
113.6576577,0.003869669,0.021456262,0.018515531,-2.62E-06,0.016610075,1.61E-09,0.000140827,-3.64E-05,8.21E-05,0.000463688,5.42E-09,2.81E-06,0.010619481,0.05762445
113.8238238,0.003862401,0.021430148,0.018435598,-2.83E-06,0.016520389,1.55E-09,0.000137788,-3.61E-05,8.18E-05,0.000461044,5.17E-09,2.77E-06,0.010609807,0.057628584
113.98999,0.003855293,0.021404488,0.01835671,-3.03E-06,0.016431434,1.49E-09,0.000134815,-3.57E-05,8.15E-05,0.00045845,4.93E-09,2.73E-06,0.01060048,0.057634401
114.1561562,0.003848346,0.021379264,0.018278853,-3.24E-06,0.016343202,1.42E-09,0.000131907,-3.53E-05,8.12E-05,0.000455905,4.69E-09,2.70E-06,0.0105915,0.057641899
114.3223223,0.003841556,0.021354458,0.018202017,-3.44E-06,0.016255688,1.36E-09,0.000129064,-3.49E-05,8.10E-05,0.00045341,4.47E-09,2.66E-06,0.010582865,0.057651078
114.4884885,0.003834924,0.021330052,0.01812619,-3.65E-06,0.016168884,1.29E-09,0.000126283,-3.46E-05,8.07E-05,0.000450966,4.25E-09,2.62E-06,0.010574572,0.057661938
114.6546547,0.003828448,0.021306028,0.01805136,-3.86E-06,0.016082782,1.23E-09,0.000123563,-3.42E-05,8.05E-05,0.000448573,4.05E-09,2.59E-06,0.010566621,0.057674477
114.8208208,0.003822127,0.02128478,0.017977517,-4.07E-06,0.015997377,1.16E-09,0.000120903,-3.38E-05,8.02E-05,0.000446231,3.85E-09,2.55E-06,0.010559009,0.057688698
114.986987,0.00381596,0.02126673,0.01790465,-4.27E-06,0.015912661,1.10E-09,0.000118301,-3.34E-05,8.00E-05,0.000443941,3.66E-09,2.51E-06,0.010551735,0.057704601
115.1531532,0.003809946,0.021249474,0.017832749,-4.48E-06,0.015828628,1.03E-09,0.000115756,-3.30E-05,7.97E-05,0.000441702,3.47E-09,2.47E-06,0.010544798,0.057722188
115.3193193,0.003804083,0.02123301,0.017761802,-4.69E-06,0.015745272,9.70E-10,0.000113268,-3.27E-05,7.95E-05,0.000439515,3.30E-09,2.44E-06,0.010538195,0.05774146
